011060	22000
011060	450
011060	450
011060	22000
011060	22000
011060	22000
011060	7500
011060	22000
011060	22000
011060	3000
011060	3000
011060	3000
011060	240
011060	22000
011060	1230
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	1230
011060	3000
011060	3000
011060	22000
011060	780
011060	780
011060	7500
011060	15
011060	1230
011060	3000
011060	3000
011060	22000
011060	22000
011060	7500
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	3000
011060	3000
011060	7500
011060	7500
011060	1230
011060	22000
011060	3000
011060	780
011060	22000
011060	7500
011060	3000
011060	780
011060	3000
011060	22000
011060	7500
011060	60
011060	22000
011060	1230
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	780
011060	450
011060	3000
011060	3000
011060	7500
011060	450
011060	22000
011060	3000
011060	780
011060	3000
011060	3000
011060	1230
011060	22000
011060	22000
011060	1230
011060	7500
011060	22000
011060	1500
011060	3000
011060	780
011060	3000
011060	3000
011060	3000
011060	3000
011060	3000
011060	22000
011060	7500
011060	22000
011060	3000
011060	22000
011060	7500
011060	3000
011060	3000
011060	3000
011060	3000
011060	3000
011060	780
011060	22000
011060	450
011060	780
011060	22000
011060	7500
011060	780
011060	22000
011060	7500
011060	22000
011060	1500
011060	3000
011060	780
011060	3000
011060	1230
011060	3000
011060	3000
011060	450
011060	3000
011060	22000
011060	1230
011060	3000
011060	3000
011060	22000
011060	7500
011060	3000
011060	22000
011060	780
011060	780
011060	22000
011060	780
011060	450
011060	240
011060	450
011060	780
011060	780
011060	780
011060	22000
011060	3000
011060	3000
011060	3000
011060	450
011060	450
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	22000
011060	3000
011060	3000
011060	780
011060	3000
011060	22000
011060	22000
011060	22000
011060	22000
011060	3000
011060	22000
011060	3000
011060	3000
011060	780
011060	22000
011060	22000
011060	3000
011060	22000
011060	3000
011060	3000
011060	7500
011060	780
011060	1230
011060	22000
011060	7500
011060	22000
011060	3000
011060	22000
011060	3000
011060	3000
011060	3000
011060	1230
011060	3000
011060	3000
011060	3000
011060	780
011060	3000
011060	3000
011060	3000
011060	3000
011060	780
011060	780
011060	780
011060	3000
011060	780
011060	3000
011060	3000
011060	22000
011060	7500
011060	22000
011060	22000
011060	22000
011060	22000
011060	3000
011060	1230
011060	22000
011060	22000
011060	22000
011060	22000
011060	3000
011060	7500
011060	22000
011060	22000
011060	1230
011060	7500
011060	3000
011060	22000
011060	3000
011060	780
011060	780
011060	7500
011060	22000
011060	7500
011060	3000
011060	3000
011060	780
011060	3000
011060	3000
